Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
2005-09-21T00:00:00,20050921,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
2005-09-22T00:00:00,20050922,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
2005-09-23T00:00:00,20050923,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
2005-09-26T00:00:00,20050926,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,2,Monday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
2005-09-27T00:00:00,20050927,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,3,Tuesday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
2005-09-28T00:00:00,20050928,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,4,Wednesday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
2005-09-29T00:00:00,20050929,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,5,Thursday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
2005-09-30T00:00:00,20050930,2005,CY 2005,20053,Q3-2005,200509,September 2005,9,September,6,Friday,2006,FY 2006,1,Q1,20061,Q1-2006,3,September,WorkDay,0,None,None,Back to School,None
2006-09-01T00:00:00,20060901,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,6,Friday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-04T00:00:00,20060904,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,2,Monday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-05T00:00:00,20060905,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,3,Tuesday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-06T00:00:00,20060906,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,4,Wednesday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-07T00:00:00,20060907,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,5,Thursday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-08T00:00:00,20060908,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,6,Friday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-11T00:00:00,20060911,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,2,Monday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-12T00:00:00,20060912,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,3,Tuesday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-13T00:00:00,20060913,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,4,Wednesday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-14T00:00:00,20060914,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,5,Thursday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-15T00:00:00,20060915,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,6,Friday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-18T00:00:00,20060918,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,2,Monday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-19T00:00:00,20060919,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,3,Tuesday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-20T00:00:00,20060920,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,4,Wednesday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-21T00:00:00,20060921,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,5,Thursday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-22T00:00:00,20060922,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,6,Friday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-25T00:00:00,20060925,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,2,Monday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-26T00:00:00,20060926,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,3,Tuesday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-27T00:00:00,20060927,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,4,Wednesday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-28T00:00:00,20060928,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,5,Thursday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2006-09-29T00:00:00,20060929,2006,CY 2006,20063,Q3-2006,200609,September 2006,9,September,6,Friday,2007,FY 2007,1,Q1,20071,Q1-2007,3,September,WorkDay,0,None,None,Back to School,None
2007-09-03T00:00:00,20070903,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,2,Monday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-04T00:00:00,20070904,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,3,Tuesday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-05T00:00:00,20070905,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,4,Wednesday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-06T00:00:00,20070906,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,5,Thursday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-07T00:00:00,20070907,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,6,Friday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-10T00:00:00,20070910,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,2,Monday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-11T00:00:00,20070911,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,3,Tuesday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-12T00:00:00,20070912,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,4,Wednesday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-13T00:00:00,20070913,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,5,Thursday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-14T00:00:00,20070914,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,6,Friday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-17T00:00:00,20070917,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,2,Monday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-18T00:00:00,20070918,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,3,Tuesday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-19T00:00:00,20070919,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,4,Wednesday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-20T00:00:00,20070920,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,5,Thursday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-21T00:00:00,20070921,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,6,Friday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-24T00:00:00,20070924,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,2,Monday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-25T00:00:00,20070925,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,3,Tuesday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-26T00:00:00,20070926,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,4,Wednesday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-27T00:00:00,20070927,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,5,Thursday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2007-09-28T00:00:00,20070928,2007,CY 2007,20073,Q3-2007,200709,September 2007,9,September,6,Friday,2008,FY 2008,1,Q1,20081,Q1-2008,3,September,WorkDay,0,None,None,Back to School,None
2008-09-01T00:00:00,20080901,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,2,Monday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-02T00:00:00,20080902,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,3,Tuesday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-03T00:00:00,20080903,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,4,Wednesday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-04T00:00:00,20080904,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,5,Thursday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-05T00:00:00,20080905,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,6,Friday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-08T00:00:00,20080908,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,2,Monday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-09T00:00:00,20080909,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,3,Tuesday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-10T00:00:00,20080910,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,4,Wednesday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-11T00:00:00,20080911,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,5,Thursday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-12T00:00:00,20080912,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,6,Friday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-15T00:00:00,20080915,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,2,Monday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-16T00:00:00,20080916,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,3,Tuesday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-17T00:00:00,20080917,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,4,Wednesday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-18T00:00:00,20080918,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,5,Thursday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-19T00:00:00,20080919,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,6,Friday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-22T00:00:00,20080922,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,2,Monday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-23T00:00:00,20080923,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,3,Tuesday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-24T00:00:00,20080924,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,4,Wednesday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-25T00:00:00,20080925,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,5,Thursday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-26T00:00:00,20080926,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,6,Friday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-29T00:00:00,20080929,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,2,Monday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2008-09-30T00:00:00,20080930,2008,CY 2008,20083,Q3-2008,200809,September 2008,9,September,3,Tuesday,2009,FY 2009,1,Q1,20091,Q1-2009,3,September,WorkDay,0,None,None,Back to School,None
2009-09-01T00:00:00,20090901,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,3,Tuesday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-02T00:00:00,20090902,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,4,Wednesday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-03T00:00:00,20090903,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,5,Thursday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-04T00:00:00,20090904,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,6,Friday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-07T00:00:00,20090907,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,2,Monday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-08T00:00:00,20090908,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,3,Tuesday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-09T00:00:00,20090909,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,4,Wednesday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-10T00:00:00,20090910,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,5,Thursday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-11T00:00:00,20090911,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,6,Friday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-14T00:00:00,20090914,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,2,Monday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-15T00:00:00,20090915,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,3,Tuesday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-16T00:00:00,20090916,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,4,Wednesday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-17T00:00:00,20090917,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,5,Thursday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-18T00:00:00,20090918,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,6,Friday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-21T00:00:00,20090921,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,2,Monday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-22T00:00:00,20090922,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,3,Tuesday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-23T00:00:00,20090923,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,4,Wednesday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-24T00:00:00,20090924,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,5,Thursday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-25T00:00:00,20090925,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,6,Friday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-28T00:00:00,20090928,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,2,Monday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-29T00:00:00,20090929,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,3,Tuesday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2009-09-30T00:00:00,20090930,2009,CY 2009,20093,Q3-2009,200909,September 2009,9,September,4,Wednesday,2010,FY 2010,1,Q1,20101,Q1-2010,3,September,WorkDay,0,None,None,Back to School,None
2010-09-01T00:00:00,20100901,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,4,Wednesday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-02T00:00:00,20100902,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,5,Thursday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-03T00:00:00,20100903,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,6,Friday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-06T00:00:00,20100906,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,2,Monday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-07T00:00:00,20100907,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,3,Tuesday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-08T00:00:00,20100908,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,4,Wednesday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-09T00:00:00,20100909,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,5,Thursday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-10T00:00:00,20100910,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,6,Friday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-13T00:00:00,20100913,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,2,Monday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-14T00:00:00,20100914,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,3,Tuesday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-15T00:00:00,20100915,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,4,Wednesday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-16T00:00:00,20100916,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,5,Thursday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-17T00:00:00,20100917,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,6,Friday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-20T00:00:00,20100920,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,2,Monday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-21T00:00:00,20100921,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,3,Tuesday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-22T00:00:00,20100922,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,4,Wednesday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-23T00:00:00,20100923,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,5,Thursday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-24T00:00:00,20100924,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,6,Friday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-27T00:00:00,20100927,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,2,Monday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-28T00:00:00,20100928,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,3,Tuesday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-29T00:00:00,20100929,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,4,Wednesday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2010-09-30T00:00:00,20100930,2010,CY 2010,20103,Q3-2010,201009,September 2010,9,September,5,Thursday,2011,FY 2011,1,Q1,20111,Q1-2011,3,September,WorkDay,0,None,None,Back to School,None
2011-09-01T00:00:00,20110901,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,5,Thursday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-02T00:00:00,20110902,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,6,Friday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-05T00:00:00,20110905,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,2,Monday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-06T00:00:00,20110906,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,3,Tuesday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-07T00:00:00,20110907,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,4,Wednesday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-08T00:00:00,20110908,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,5,Thursday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-09T00:00:00,20110909,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,6,Friday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-12T00:00:00,20110912,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,2,Monday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-13T00:00:00,20110913,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,3,Tuesday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-14T00:00:00,20110914,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,4,Wednesday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-15T00:00:00,20110915,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,5,Thursday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-16T00:00:00,20110916,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,6,Friday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-19T00:00:00,20110919,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,2,Monday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-20T00:00:00,20110920,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,3,Tuesday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-21T00:00:00,20110921,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,4,Wednesday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-22T00:00:00,20110922,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,5,Thursday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-23T00:00:00,20110923,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,6,Friday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
2011-09-26T00:00:00,20110926,2011,CY 2011,20113,Q3-2011,201109,September 2011,9,September,2,Monday,2012,FY 2012,1,Q1,20121,Q1-2012,3,September,WorkDay,0,None,None,Back to School,None
